p	n	D	T	He3	He4	Be7	Li7	Li6
5.008527e-05	7.489984e-01	2.393353e-04	3.244647e-06	7.604124e-06	6.261012e-02	1.300797e-11	2.729257e-10	1.659607e-13	%
4.507185e-05	7.489934e-01	2.304415e-04	3.090463e-06	7.672654e-06	6.261714e-02	1.431044e-11	2.617262e-10	1.594640e-13	%
4.055893e-05	7.489890e-01	2.219069e-04	2.943149e-06	7.738479e-06	6.262373e-02	1.573038e-11	2.509374e-10	1.532269e-13	%
3.649671e-05	7.489849e-01	2.137138e-04	2.802409e-06	7.801375e-06	6.262992e-02	1.727656e-11	2.405469e-10	1.472377e-13	%
3.284031e-05	7.489813e-01	2.058450e-04	2.667960e-06	7.861127e-06	6.263575e-02	1.895818e-11	2.305424e-10	1.414853e-13	%
2.954932e-05	7.489780e-01	1.982844e-04	2.539532e-06	7.917523e-06	6.264124e-02	2.078491e-11	2.209121e-10	1.359585e-13	%
2.658735e-05	7.489750e-01	1.910164e-04	2.416868e-06	7.970363e-06	6.264641e-02	2.276684e-11	2.116440e-10	1.306470e-13	%
2.392160e-05	7.489724e-01	1.840263e-04	2.299720e-06	8.019453e-06	6.265130e-02	2.491451e-11	2.027268e-10	1.255404e-13	%
2.152256e-05	7.489700e-01	1.773001e-04	2.187851e-06	8.064613e-06	6.265592e-02	2.723888e-11	1.941491e-10	1.206289e-13	%
1.936361e-05	7.489678e-01	1.708243e-04	2.081034e-06	8.105671e-06	6.266029e-02	2.975133e-11	1.858998e-10	1.159033e-13	%
1.742081e-05	7.489659e-01	1.645863e-04	1.979050e-06	8.142472e-06	6.266444e-02	3.246364e-11	1.779683e-10	1.113543e-13	%
1.567259e-05	7.489641e-01	1.585740e-04	1.881689e-06	8.174871e-06	6.266838e-02	3.538795e-11	1.703440e-10	1.069734e-13	%
1.409952e-05	7.489626e-01	1.527758e-04	1.788749e-06	8.202740e-06	6.267212e-02	3.853672e-11	1.630165e-10	1.027524e-13	%
1.268411e-05	7.489611e-01	1.471811e-04	1.700037e-06	8.225965e-06	6.267568e-02	4.192270e-11	1.559758e-10	9.868350e-14	%
1.141061e-05	7.489599e-01	1.417796e-04	1.615364e-06	8.244448e-06	6.267907e-02	4.555884e-11	1.492120e-10	9.475924e-14	%
1.026482e-05	7.489587e-01	1.365618e-04	1.534553e-06	8.258111e-06	6.268231e-02	4.945821e-11	1.427155e-10	9.097265e-14	%
9.233982e-06	7.489577e-01	1.315185e-04	1.457431e-06	8.266891e-06	6.268540e-02	5.363384e-11	1.364770e-10	8.731717e-14	%
8.306583e-06	7.489568e-01	1.266415e-04	1.383831e-06	8.270747e-06	6.268836e-02	5.809864e-11	1.304874e-10	8.378666e-14	%
7.472271e-06	7.489560e-01	1.219229e-04	1.313596e-06	8.269657e-06	6.269119e-02	6.286513e-11	1.247378e-10	8.037541e-14	%
6.721721e-06	7.489552e-01	1.173557e-04	1.246574e-06	8.263624e-06	6.269391e-02	6.794524e-11	1.192197e-10	7.707815e-14	%
6.046536e-06	7.489546e-01	1.129332e-04	1.182620e-06	8.252675e-06	6.269651e-02	7.335001e-11	1.139248e-10	7.389007e-14	%
5.439158e-06	7.489540e-01	1.086497e-04	1.121597e-06	8.236865e-06	6.269901e-02	7.908922e-11	1.088450e-10	7.080681e-14	%
4.892783e-06	7.489535e-01	1.044999e-04	1.063374e-06	8.216278e-06	6.270142e-02	8.517100e-11	1.039726e-10	6.782446e-14	%
4.401283e-06	7.489530e-01	1.004791e-04	1.007828e-06	8.191035e-06	6.270373e-02	9.160132e-11	9.930018e-11	6.493962e-14	%
3.959145e-06	7.489526e-01	9.658355e-05	9.548418e-07	8.161290e-06	6.270595e-02	9.838346e-11	9.482059e-11	6.214933e-14	%
3.561405e-06	7.489523e-01	9.280991e-05	9.043065e-07	8.127240e-06	6.270810e-02	1.055175e-10	9.052697e-11	5.945111e-14	%
3.203596e-06	7.489520e-01	8.915555e-05	8.561194e-07	8.089122e-06	6.271016e-02	1.129995e-10	8.641278e-11	5.684291e-14	%
2.881698e-06	7.489517e-01	8.561845e-05	8.101848e-07	8.047221e-06	6.271214e-02	1.208215e-10	8.247175e-11	5.432311e-14	%
2.592095e-06	7.489515e-01	8.219711e-05	7.664134e-07	8.001868e-06	6.271404e-02	1.289702e-10	7.869794e-11	5.189048e-14	%
2.331534e-06	7.489513e-01	7.889050e-05	7.247214e-07	7.953441e-06	6.271587e-02	1.374273e-10	7.508566e-11	4.954410e-14	%
2.097088e-06	7.489511e-01	7.569796e-05	6.850304e-07	7.902361e-06	6.271762e-02	1.461690e-10	7.162950e-11	4.728330e-14	%
1.886129e-06	7.489509e-01	7.261909e-05	6.472665e-07	7.849087e-06	6.271931e-02	1.551660e-10	6.832432e-11	4.510758e-14	%
1.696291e-06	7.489508e-01	6.965361e-05	6.113594e-07	7.794113e-06	6.272094e-02	1.643836e-10	6.516517e-11	4.301652e-14	%
1.525451e-06	7.489507e-01	6.680125e-05	5.772417e-07	7.737957e-06	6.272249e-02	1.737827e-10	6.214735e-11	4.100965e-14	%
1.371699e-06	7.489506e-01	6.406159e-05	5.448481e-07	7.681152e-06	6.272398e-02	1.833198e-10	5.926632e-11	3.908643e-14	%
1.234329e-06	7.489505e-01	6.145401e-05	5.143422e-07	7.624686e-06	6.272539e-02	1.928721e-10	5.653885e-11	3.725955e-14	%
1.116343e-06	7.489505e-01	5.907711e-05	4.867756e-07	7.571442e-06	6.272668e-02	2.019819e-10	5.406481e-11	3.559525e-14	%
1.014224e-06	7.489504e-01	5.690271e-05	4.617597e-07	7.521501e-06	6.272785e-02	2.106511e-10	5.180833e-11	3.407696e-14	%
9.252774e-07	7.489504e-01	5.490741e-05	4.389788e-07	7.474858e-06	6.272893e-02	2.188874e-10	4.974261e-11	3.268653e-14	%
8.473497e-07	7.489504e-01	5.307118e-05	4.181620e-07	7.431455e-06	6.272992e-02	2.267010e-10	4.784592e-11	3.140972e-14	%
7.787049e-07	7.489504e-01	5.137680e-05	3.990784e-07	7.391198e-06	6.273082e-02	2.341037e-10	4.609965e-11	3.023385e-14	%
7.179347e-07	7.489503e-01	4.980939e-05	3.815304e-07	7.353971e-06	6.273166e-02	2.411086e-10	4.448780e-11	2.914812e-14	%
6.638876e-07	7.489503e-01	4.835604e-05	3.653487e-07	7.319645e-06	6.273244e-02	2.477297e-10	4.299650e-11	2.814316e-14	%
6.156151e-07	7.489503e-01	4.700549e-05	3.503876e-07	7.288084e-06	6.273316e-02	2.539815e-10	4.161374e-11	2.721080e-14	%
5.723300e-07	7.489503e-01	4.574788e-05	3.365209e-07	7.259146e-06	6.273383e-02	2.598785e-10	4.032904e-11	2.634390e-14	%
5.333746e-07	7.489503e-01	4.457456e-05	3.236389e-07	7.232694e-06	6.273445e-02	2.654353e-10	3.913325e-11	2.553621e-14	%
4.981959e-07	7.489503e-01	4.347788e-05	3.116458e-07	7.208591e-06	6.273504e-02	2.706662e-10	3.801831e-11	2.478223e-14	%
4.663259e-07	7.489502e-01	4.245109e-05	3.004577e-07	7.186703e-06	6.273558e-02	2.755853e-10	3.697711e-11	2.407708e-14	%
4.373666e-07	7.489502e-01	4.148820e-05	2.900007e-07	7.166902e-06	6.273609e-02	2.802065e-10	3.600338e-11	2.341646e-14	%
4.109778e-07	7.489500e-01	4.058385e-05	2.802094e-07	7.149067e-06	6.273657e-02	2.845431e-10	3.509151e-11	2.279654e-14	%
3.868671e-07	7.489498e-01	3.973327e-05	2.710259e-07	7.133080e-06	6.273701e-02	2.886080e-10	3.423651e-11	2.221391e-14	%
3.647820e-07	7.489498e-01	3.893218e-05	2.623987e-07	7.118832e-06	6.273744e-02	2.924140e-10	3.343390e-11	2.166549e-14	%
3.445039e-07	7.489498e-01	3.817675e-05	2.542816e-07	7.106217e-06	6.273783e-02	2.959731e-10	3.267968e-11	2.114855e-14	%
3.258426e-07	7.489498e-01	3.746351e-05	2.466335e-07	7.095137e-06	6.273821e-02	2.992971e-10	3.197022e-11	2.066064e-14	%
3.086320e-07	7.489498e-01	3.678933e-05	2.394174e-07	7.085499e-06	6.273856e-02	3.023972e-10	3.130227e-11	2.019955e-14	%
2.927265e-07	7.489498e-01	3.615138e-05	2.326000e-07	7.077214e-06	6.273889e-02	3.052844e-10	3.067288e-11	1.976325e-14	%
2.779983e-07	7.489498e-01	3.554710e-05	2.261511e-07	7.070200e-06	6.273921e-02	3.079692e-10	3.007936e-11	1.934995e-14	%
2.643344e-07	7.489498e-01	3.497415e-05	2.200436e-07	7.064379e-06	6.273950e-02	3.104616e-10	2.951928e-11	1.895800e-14	%
2.516353e-07	7.489498e-01	3.443040e-05	2.142529e-07	7.059678e-06	6.273978e-02	3.127714e-10	2.899042e-11	1.858590e-14	%
2.398123e-07	7.489498e-01	3.391391e-05	2.087565e-07	7.056028e-06	6.274005e-02	3.149079e-10	2.849077e-11	1.823230e-14	%
2.287868e-07	7.489498e-01	3.342290e-05	2.035340e-07	7.053364e-06	6.274031e-02	3.168800e-10	2.801847e-11	1.789595e-14	%
2.184886e-07	7.489498e-01	3.295574e-05	1.985669e-07	7.051625e-06	6.274055e-02	3.186964e-10	2.757183e-11	1.757571e-14	%
2.088552e-07	7.489498e-01	3.251094e-05	1.938381e-07	7.050752e-06	6.274077e-02	3.203653e-10	2.714930e-11	1.727054e-14	%
1.998302e-07	7.489498e-01	3.208712e-05	1.893320e-07	7.050692e-06	6.274099e-02	3.218947e-10	2.674944e-11	1.697950e-14	%
1.913634e-07	7.489498e-01	3.168301e-05	1.850345e-07	7.051394e-06	6.274120e-02	3.232920e-10	2.637095e-11	1.670171e-14	%
1.834094e-07	7.489498e-01	3.129745e-05	1.809323e-07	7.052807e-06	6.274140e-02	3.245647e-10	2.601261e-11	1.643635e-14	%
1.759273e-07	7.489498e-01	3.092934e-05	1.770134e-07	7.054888e-06	6.274158e-02	3.257196e-10	2.567331e-11	1.618269e-14	%
1.688801e-07	7.489498e-01	3.057769e-05	1.732667e-07	7.057594e-06	6.274176e-02	3.267635e-10	2.535201e-11	1.594003e-14	%
1.622345e-07	7.489498e-01	3.024157e-05	1.696819e-07	7.060884e-06	6.274193e-02	3.277027e-10	2.504776e-11	1.570775e-14	%
1.559601e-07	7.489498e-01	2.992011e-05	1.662496e-07	7.064722e-06	6.274209e-02	3.285432e-10	2.475967e-11	1.548526e-14	%
1.500295e-07	7.489498e-01	2.961253e-05	1.629610e-07	7.069069e-06	6.274225e-02	3.292910e-10	2.448692e-11	1.527202e-14	%
1.444175e-07	7.489498e-01	2.931806e-05	1.598080e-07	7.073891e-06	6.274240e-02	3.299516e-10	2.422874e-11	1.506751e-14	%
1.391013e-07	7.489498e-01	2.903602e-05	1.567830e-07	7.079155e-06	6.274254e-02	3.305302e-10	2.398443e-11	1.487127e-14	%
1.340601e-07	7.489498e-01	2.876576e-05	1.538790e-07	7.084830e-06	6.274267e-02	3.310320e-10	2.375332e-11	1.468286e-14	%
1.292749e-07	7.489498e-01	2.850667e-05	1.510896e-07	7.090888e-06	6.274280e-02	3.314618e-10	2.353479e-11	1.450189e-14	%
1.247282e-07	7.489498e-01	2.825819e-05	1.484086e-07	7.097300e-06	6.274293e-02	3.318242e-10	2.332827e-11	1.432796e-14	%
1.204040e-07	7.489498e-01	2.801978e-05	1.458305e-07	7.104040e-06	6.274304e-02	3.321235e-10	2.313322e-11	1.416072e-14	%
1.162877e-07	7.489498e-01	2.779095e-05	1.433500e-07	7.111083e-06	6.274316e-02	3.323639e-10	2.294913e-11	1.399985e-14	%
1.123657e-07	7.489498e-01	2.757123e-05	1.409621e-07	7.118407e-06	6.274326e-02	3.325495e-10	2.277552e-11	1.384503e-14	%
1.086256e-07	7.489498e-01	2.736018e-05	1.386622e-07	7.125987e-06	6.274337e-02	3.326839e-10	2.261196e-11	1.369597e-14	%
1.050559e-07	7.489498e-01	2.715739e-05	1.364462e-07	7.133804e-06	6.274347e-02	3.327707e-10	2.245803e-11	1.355241e-14	%
1.016462e-07	7.489498e-01	2.696248e-05	1.343098e-07	7.141837e-06	6.274356e-02	3.328133e-10	2.231333e-11	1.341409e-14	%
9.838658e-08	7.489498e-01	2.677508e-05	1.322495e-07	7.150067e-06	6.274365e-02	3.328151e-10	2.217749e-11	1.328077e-14	%
9.526805e-08	7.489498e-01	2.659484e-05	1.302615e-07	7.158475e-06	6.274374e-02	3.327789e-10	2.205016e-11	1.315222e-14	%
9.228225e-08	7.489498e-01	2.642145e-05	1.283427e-07	7.167044e-06	6.274382e-02	3.327077e-10	2.193101e-11	1.302823e-14	%
8.942143e-08	7.489498e-01	2.625458e-05	1.264899e-07	7.175759e-06	6.274389e-02	3.326043e-10	2.181973e-11	1.290860e-14	%
8.667838e-08	7.489498e-01	2.609397e-05	1.247001e-07	7.184603e-06	6.274395e-02	3.324712e-10	2.171602e-11	1.279315e-14	%
8.404643e-08	7.489498e-01	2.593932e-05	1.229706e-07	7.193561e-06	6.274401e-02	3.323110e-10	2.161960e-11	1.268170e-14	%
8.151935e-08	7.489498e-01	2.579038e-05	1.212988e-07	7.202620e-06	6.274406e-02	3.321258e-10	2.153020e-11	1.257408e-14	%
7.909137e-08	7.489498e-01	2.564692e-05	1.196823e-07	7.211767e-06	6.274410e-02	3.319180e-10	2.144757e-11	1.247013e-14	%
7.675709e-08	7.489498e-01	2.550868e-05	1.181186e-07	7.220987e-06	6.274413e-02	3.316895e-10	2.137147e-11	1.236970e-14	%
7.451149e-08	7.489498e-01	2.537546e-05	1.166058e-07	7.230271e-06	6.274416e-02	3.314424e-10	2.130166e-11	1.227266e-14	%
7.234987e-08	7.489498e-01	2.524704e-05	1.151416e-07	7.239605e-06	6.274419e-02	3.311784e-10	2.123792e-11	1.217887e-14	%
7.026787e-08	7.489498e-01	2.512322e-05	1.137242e-07	7.248980e-06	6.274422e-02	3.308993e-10	2.118004e-11	1.208821e-14	%
6.826138e-08	7.489498e-01	2.500383e-05	1.123517e-07	7.258386e-06	6.274425e-02	3.306066e-10	2.112782e-11	1.200055e-14	%
6.632658e-08	7.489498e-01	2.488866e-05	1.110223e-07	7.267811e-06	6.274427e-02	3.303021e-10	2.108106e-11	1.191578e-14	%
6.445988e-08	7.489498e-01	2.477757e-05	1.097344e-07	7.277248e-06	6.274430e-02	3.299869e-10	2.103958e-11	1.183379e-14	%
6.265791e-08	7.489498e-01	2.467037e-05	1.084865e-07	7.286687e-06	6.274432e-02	3.296626e-10	2.100318e-11	1.175449e-14	%
6.091753e-08	7.489498e-01	2.456692e-05	1.072771e-07	7.296121e-06	6.274435e-02	3.293304e-10	2.097170e-11	1.167777e-14	%
5.923577e-08	7.489498e-01	2.446708e-05	1.061048e-07	7.305541e-06	6.274437e-02	3.289913e-10	2.094497e-11	1.160354e-14	%
5.760987e-08	7.489498e-01	2.437069e-05	1.049681e-07	7.314940e-06	6.274439e-02	3.286466e-10	2.092282e-11	1.153171e-14	%
5.603721e-08	7.489498e-01	2.427763e-05	1.038660e-07	7.324312e-06	6.274441e-02	3.282973e-10	2.090509e-11	1.146220e-14	%
5.451534e-08	7.489498e-01	2.418776e-05	1.027971e-07	7.333649e-06	6.274443e-02	3.279443e-10	2.089162e-11	1.139493e-14	%
5.304195e-08	7.489498e-01	2.410097e-05	1.017603e-07	7.342945e-06	6.274445e-02	3.275885e-10	2.088227e-11	1.132983e-14	%
5.161486e-08	7.489498e-01	2.401714e-05	1.007546e-07	7.352195e-06	6.274446e-02	3.272307e-10	2.087689e-11	1.126681e-14	%
5.023204e-08	7.489498e-01	2.393615e-05	9.977886e-08	7.361394e-06	6.274446e-02	3.268718e-10	2.087533e-11	1.120582e-14	%
4.889154e-08	7.489498e-01	2.385790e-05	9.883213e-08	7.370535e-06	6.274446e-02	3.265124e-10	2.087746e-11	1.114679e-14	%
4.759155e-08	7.489498e-01	2.378228e-05	9.791346e-08	7.379614e-06	6.274446e-02	3.261531e-10	2.088313e-11	1.108965e-14	%
4.633035e-08	7.489498e-01	2.370921e-05	9.702196e-08	7.388627e-06	6.274446e-02	3.257947e-10	2.089221e-11	1.103434e-14	%
4.510632e-08	7.489498e-01	2.363858e-05	9.615677e-08	7.397570e-06	6.274446e-02	3.254376e-10	2.090457e-11	1.098082e-14	%
4.391792e-08	7.489498e-01	2.357031e-05	9.531706e-08	7.406438e-06	6.274446e-02	3.250824e-10	2.092008e-11	1.092901e-14	%
4.276372e-08	7.489498e-01	2.350430e-05	9.450206e-08	7.415228e-06	6.274446e-02	3.247295e-10	2.093860e-11	1.087888e-14	%
4.164233e-08	7.489498e-01	2.344049e-05	9.371100e-08	7.423936e-06	6.274446e-02	3.243795e-10	2.096002e-11	1.083037e-14	%
4.055246e-08	7.489498e-01	2.337878e-05	9.294318e-08	7.432559e-06	6.274446e-02	3.240326e-10	2.098422e-11	1.078344e-14	%
3.949289e-08	7.489498e-01	2.331910e-05	9.219789e-08	7.441095e-06	6.274446e-02	3.236892e-10	2.101106e-11	1.073803e-14	%
3.846245e-08	7.489498e-01	2.326139e-05	9.147447e-08	7.449540e-06	6.274446e-02	3.233497e-10	2.104044e-11	1.069411e-14	%
3.746005e-08	7.489498e-01	2.320556e-05	9.077229e-08	7.457892e-06	6.274446e-02	3.230144e-10	2.107222e-11	1.065163e-14	%
3.648464e-08	7.489498e-01	2.315156e-05	9.009073e-08	7.466149e-06	6.274446e-02	3.226835e-10	2.110630e-11	1.061055e-14	%
3.553524e-08	7.489498e-01	2.309932e-05	8.942919e-08	7.474309e-06	6.274446e-02	3.223573e-10	2.114256e-11	1.057084e-14	%
3.461091e-08	7.489498e-01	2.304877e-05	8.878711e-08	7.482370e-06	6.274446e-02	3.220360e-10	2.118089e-11	1.053246e-14	%
3.371075e-08	7.489498e-01	2.299987e-05	8.816392e-08	7.490329e-06	6.274446e-02	3.217198e-10	2.122117e-11	1.049537e-14	%
3.283393e-08	7.489498e-01	2.295255e-05	8.755909e-08	7.498186e-06	6.274446e-02	3.214087e-10	2.126330e-11	1.045954e-14	%
3.197964e-08	7.489498e-01	2.290675e-05	8.697211e-08	7.505939e-06	6.274446e-02	3.211031e-10	2.130717e-11	1.042493e-14	%
3.114713e-08	7.489498e-01	2.286243e-05	8.640246e-08	7.513587e-06	6.274446e-02	3.208030e-10	2.135267e-11	1.039152e-14	%
3.033567e-08	7.489498e-01	2.281953e-05	8.584966e-08	7.521129e-06	6.274446e-02	3.205085e-10	2.139969e-11	1.035928e-14	%
2.954456e-08	7.489498e-01	2.277800e-05	8.531322e-08	7.528564e-06	6.274446e-02	3.202197e-10	2.144814e-11	1.032817e-14	%
2.877317e-08	7.489498e-01	2.273781e-05	8.479268e-08	7.535891e-06	6.274446e-02	3.199366e-10	2.149791e-11	1.029818e-14	%
2.802086e-08	7.489498e-01	2.269889e-05	8.428760e-08	7.543109e-06	6.274446e-02	3.196594e-10	2.154890e-11	1.026926e-14	%
2.728705e-08	7.489498e-01	2.266122e-05	8.379751e-08	7.550218e-06	6.274446e-02	3.193880e-10	2.160101e-11	1.024140e-14	%
2.657117e-08	7.489498e-01	2.262474e-05	8.332199e-08	7.557218e-06	6.274446e-02	3.191226e-10	2.165414e-11	1.021458e-14	%
2.587269e-08	7.489498e-01	2.258942e-05	8.286060e-08	7.564108e-06	6.274446e-02	3.188630e-10	2.170821e-11	1.018876e-14	%
2.519109e-08	7.489498e-01	2.255522e-05	8.241294e-08	7.570889e-06	6.274446e-02	3.186093e-10	2.176312e-11	1.016393e-14	%
2.452588e-08	7.489498e-01	2.252210e-05	8.197858e-08	7.577559e-06	6.274446e-02	3.183616e-10	2.181877e-11	1.014006e-14	%
2.387661e-08	7.489498e-01	2.249003e-05	8.155712e-08	7.584119e-06	6.274446e-02	3.181197e-10	2.187509e-11	1.011713e-14	%
2.324283e-08	7.489498e-01	2.245896e-05	8.114818e-08	7.590569e-06	6.274446e-02	3.178837e-10	2.193198e-11	1.009513e-14	%
2.262411e-08	7.489498e-01	2.242888e-05	8.075134e-08	7.596910e-06	6.274446e-02	3.176535e-10	2.198936e-11	1.007402e-14	%
2.202005e-08	7.489498e-01	2.239974e-05	8.036624e-08	7.603141e-06	6.274446e-02	3.174290e-10	2.204715e-11	1.005380e-14	%
2.143026e-08	7.489498e-01	2.237151e-05	7.999248e-08	7.609263e-06	6.274446e-02	3.172104e-10	2.210526e-11	1.003445e-14	%
2.085437e-08	7.489498e-01	2.234417e-05	7.962970e-08	7.615277e-06	6.274446e-02	3.169974e-10	2.216363e-11	1.001593e-14	%
2.029203e-08	7.489498e-01	2.231768e-05	7.927753e-08	7.621182e-06	6.274446e-02	3.167900e-10	2.222217e-11	9.998250e-15	%
1.974290e-08	7.489498e-01	2.229201e-05	7.893560e-08	7.626980e-06	6.274446e-02	3.165882e-10	2.228081e-11	9.981377e-15	%
1.920664e-08	7.489498e-01	2.226715e-05	7.860357e-08	7.632671e-06	6.274446e-02	3.163919e-10	2.233949e-11	9.965298e-15	%
1.868295e-08	7.489498e-01	2.224306e-05	7.828107e-08	7.638256e-06	6.274446e-02	3.162009e-10	2.239813e-11	9.949996e-15	%
1.817153e-08	7.489498e-01	2.221973e-05	7.796776e-08	7.643735e-06	6.274446e-02	3.160154e-10	2.245667e-11	9.935457e-15	%
1.767208e-08	7.489498e-01	2.219711e-05	7.766331e-08	7.649110e-06	6.274446e-02	3.158351e-10	2.251505e-11	9.921664e-15	%
1.718432e-08	7.489498e-01	2.217520e-05	7.736738e-08	7.654380e-06	6.274446e-02	3.156600e-10	2.257320e-11	9.908602e-15	%
1.670800e-08	7.489498e-01	2.215396e-05	7.707965e-08	7.659548e-06	6.274446e-02	3.154900e-10	2.263108e-11	9.896257e-15	%
1.624284e-08	7.489498e-01	2.213339e-05	7.679980e-08	7.664614e-06	6.274446e-02	3.153250e-10	2.268862e-11	9.884614e-15	%
1.578859e-08	7.489498e-01	2.211345e-05	7.652751e-08	7.669579e-06	6.274446e-02	3.151649e-10	2.274577e-11	9.873659e-15	%
1.534502e-08	7.489498e-01	2.209412e-05	7.626249e-08	7.674444e-06	6.274446e-02	3.150096e-10	2.280248e-11	9.863377e-15	%
1.491189e-08	7.489498e-01	2.207539e-05	7.600444e-08	7.679210e-06	6.274446e-02	3.148590e-10	2.285871e-11	9.853755e-15	%
1.448898e-08	7.489498e-01	2.205724e-05	7.575306e-08	7.683878e-06	6.274446e-02	3.147130e-10	2.291441e-11	9.844779e-15	%
1.407605e-08	7.489498e-01	2.203965e-05	7.550809e-08	7.688449e-06	6.274446e-02	3.145716e-10	2.296954e-11	9.836436e-15	%
1.367289e-08	7.489498e-01	2.202259e-05	7.526925e-08	7.692925e-06	6.274446e-02	3.144346e-10	2.302405e-11	9.828712e-15	%
1.327931e-08	7.489498e-01	2.200606e-05	7.503627e-08	7.697306e-06	6.274446e-02	3.143019e-10	2.307792e-11	9.821594e-15	%
1.289509e-08	7.489498e-01	2.199004e-05	7.480891e-08	7.701594e-06	6.274446e-02	3.141734e-10	2.313110e-11	9.815069e-15	%
1.252004e-08	7.489498e-01	2.197451e-05	7.458692e-08	7.705789e-06	6.274446e-02	3.140491e-10	2.318357e-11	9.809124e-15	%
1.215396e-08	7.489498e-01	2.195946e-05	7.437008e-08	7.709894e-06	6.274446e-02	3.139288e-10	2.323529e-11	9.803745e-15	%
1.179667e-08	7.489498e-01	2.194487e-05	7.415815e-08	7.713909e-06	6.274446e-02	3.138125e-10	2.328623e-11	9.798920e-15	%
1.144798e-08	7.489498e-01	2.193072e-05	7.395093e-08	7.717836e-06	6.274446e-02	3.137000e-10	2.333638e-11	9.794636e-15	%
1.110772e-08	7.489498e-01	2.191701e-05	7.374821e-08	7.721676e-06	6.274446e-02	3.135912e-10	2.338570e-11	9.790880e-15	%
1.077570e-08	7.489498e-01	2.190371e-05	7.354981e-08	7.725429e-06	6.274446e-02	3.134862e-10	2.343418e-11	9.787638e-15	%
1.045177e-08	7.489498e-01	2.189082e-05	7.335555e-08	7.729099e-06	6.274446e-02	3.133847e-10	2.348180e-11	9.784898e-15	%
1.013575e-08	7.489498e-01	2.187833e-05	7.316524e-08	7.732684e-06	6.274446e-02	3.132866e-10	2.352854e-11	9.782647e-15	%
9.827471e-09	7.489498e-01	2.186622e-05	7.297875e-08	7.736188e-06	6.274446e-02	3.131920e-10	2.357438e-11	9.780872e-15	%
9.526785e-09	7.489498e-01	2.185447e-05	7.279591e-08	7.739611e-06	6.274446e-02	3.131007e-10	2.361932e-11	9.779559e-15	%
9.233530e-09	7.489498e-01	2.184309e-05	7.261658e-08	7.742955e-06	6.274446e-02	3.130125e-10	2.366334e-11	9.778695e-15	%
8.947553e-09	7.489498e-01	2.183205e-05	7.244065e-08	7.746220e-06	6.274446e-02	3.129275e-10	2.370643e-11	9.778268e-15	%
8.668705e-09	7.489498e-01	2.182135e-05	7.226801e-08	7.749409e-06	6.274446e-02	3.128455e-10	2.374858e-11	9.778264e-15	%
8.396838e-09	7.489498e-01	2.181097e-05	7.209854e-08	7.752522e-06	6.274446e-02	3.127665e-10	2.378980e-11	9.778670e-15	%
8.131809e-09	7.489498e-01	2.180091e-05	7.193213e-08	7.755561e-06	6.274446e-02	3.126903e-10	2.383007e-11	9.779471e-15	%
7.873477e-09	7.489498e-01	2.179116e-05	7.176870e-08	7.758527e-06	6.274446e-02	3.126169e-10	2.386939e-11	9.780656e-15	%
7.621704e-09	7.489498e-01	2.178171e-05	7.160818e-08	7.761422e-06	6.274446e-02	3.125462e-10	2.390777e-11	9.782209e-15	%
7.376356e-09	7.489498e-01	2.177254e-05	7.145048e-08	7.764246e-06	6.274446e-02	3.124781e-10	2.394520e-11	9.784119e-15	%
7.137299e-09	7.489498e-01	2.176365e-05	7.129554e-08	7.767001e-06	6.274446e-02	3.124126e-10	2.398168e-11	9.786370e-15	%
6.904405e-09	7.489498e-01	2.175503e-05	7.114332e-08	7.769688e-06	6.274446e-02	3.123496e-10	2.401722e-11	9.788949e-15	%
6.677548e-09	7.489498e-01	2.174668e-05	7.099377e-08	7.772308e-06	6.274446e-02	3.122889e-10	2.405181e-11	9.791843e-15	%
6.456605e-09	7.489498e-01	2.173858e-05	7.084684e-08	7.774864e-06	6.274446e-02	3.122305e-10	2.408548e-11	9.795037e-15	%
6.241454e-09	7.489498e-01	2.173073e-05	7.070251e-08	7.777355e-06	6.274446e-02	3.121745e-10	2.411821e-11	9.798518e-15	%
6.031976e-09	7.489498e-01	2.172311e-05	7.056074e-08	7.779784e-06	6.274446e-02	3.121205e-10	2.415001e-11	9.802273e-15	%
5.828058e-09	7.489498e-01	2.171573e-05	7.042151e-08	7.782151e-06	6.274446e-02	3.120687e-10	2.418091e-11	9.806286e-15	%
5.629585e-09	7.489498e-01	2.170858e-05	7.028482e-08	7.784458e-06	6.274446e-02	3.120190e-10	2.421089e-11	9.810545e-15	%
5.436446e-09	7.489498e-01	2.170164e-05	7.015064e-08	7.786705e-06	6.274446e-02	3.119712e-10	2.423999e-11	9.815036e-15	%
5.248534e-09	7.489498e-01	2.169492e-05	7.001897e-08	7.788895e-06	6.274446e-02	3.119253e-10	2.426820e-11	9.819745e-15	%
5.065743e-09	7.489498e-01	2.168840e-05	6.988981e-08	7.791028e-06	6.274446e-02	3.118813e-10	2.429553e-11	9.824658e-15	%
4.887968e-09	7.489498e-01	2.168208e-05	6.976315e-08	7.793106e-06	6.274446e-02	3.118391e-10	2.432200e-11	9.829763e-15	%
4.715109e-09	7.489498e-01	2.167596e-05	6.963901e-08	7.795129e-06	6.274446e-02	3.117986e-10	2.434763e-11	9.835044e-15	%
4.547066e-09	7.489498e-01	2.167002e-05	6.951737e-08	7.797098e-06	6.274446e-02	3.117597e-10	2.437242e-11	9.840490e-15	%
