p	n	D	T	He3	He4	Be7	Li7	Li6
1.762269e-01	8.237730e-01	8.846153e-12	4.426045e-18	2.126390e-18	4.172194e-16	-1.032962e-36	3.166607e-36	-2.925206e-35	%
1.759903e-01	8.240096e-01	9.164995e-12	5.197122e-18	2.458615e-18	4.724186e-16	-1.071939e-36	3.343352e-36	-3.006776e-35	%
1.757593e-01	8.242406e-01	9.494561e-12	6.098912e-18	2.841190e-18	5.348265e-16	-1.112200e-36	3.528894e-36	-3.090390e-35	%
1.755337e-01	8.244661e-01	9.835177e-12	7.152973e-18	3.281518e-18	6.053721e-16	-1.153780e-36	3.723626e-36	-3.176092e-35	%
1.753133e-01	8.246866e-01	1.018718e-11	8.384327e-18	3.788058e-18	6.851031e-16	-1.196716e-36	3.927955e-36	-3.263925e-35	%
1.750979e-01	8.249020e-01	1.055093e-11	9.822000e-18	4.370474e-18	7.751998e-16	-1.241047e-36	4.142309e-36	-3.353933e-35	%
1.748873e-01	8.251125e-01	1.092677e-11	1.149965e-17	5.039802e-18	8.769926e-16	-1.286812e-36	4.367130e-36	-3.446160e-35	%
1.746814e-01	8.253185e-01	1.131508e-11	1.345630e-17	5.808639e-18	9.919805e-16	-1.334052e-36	4.602881e-36	-3.540650e-35	%
1.744800e-01	8.255199e-01	1.171624e-11	1.573714e-17	6.691360e-18	1.121852e-15	-1.382808e-36	4.850044e-36	-3.637445e-35	%
1.742829e-01	8.257170e-01	1.213066e-11	1.839452e-17	7.704361e-18	1.268509e-15	-1.433123e-36	5.109120e-36	-3.736587e-35	%
1.740899e-01	8.259099e-01	1.255873e-11	2.148903e-17	8.866335e-18	1.434093e-15	-1.485041e-36	5.380631e-36	-3.838117e-35	%
1.739010e-01	8.260988e-01	1.300087e-11	2.509078e-17	1.019859e-17	1.621017e-15	-1.538608e-36	5.665121e-36	-3.942074e-35	%
1.737160e-01	8.262839e-01	1.345752e-11	2.928084e-17	1.172540e-17	1.831996e-15	-1.593869e-36	5.963154e-36	-4.048492e-35	%
1.735348e-01	8.264651e-01	1.392912e-11	3.415296e-17	1.347441e-17	2.070085e-15	-1.650873e-36	6.275321e-36	-4.157406e-35	%
1.733572e-01	8.266427e-01	1.441613e-11	3.981545e-17	1.547711e-17	2.338725e-15	-1.709668e-36	6.602233e-36	-4.268843e-35	%
1.731831e-01	8.268168e-01	1.491903e-11	4.639345e-17	1.776931e-17	2.641788e-15	-1.770305e-36	6.944529e-36	-4.382828e-35	%
1.730124e-01	8.269875e-01	1.543829e-11	5.403144e-17	2.039177e-17	2.983628e-15	-1.832835e-36	7.302872e-36	-4.499379e-35	%
1.728449e-01	8.271549e-01	1.597442e-11	6.289617e-17	2.339086e-17	3.369146e-15	-1.897311e-36	7.677952e-36	-4.618504e-35	%
1.726807e-01	8.273192e-01	1.652793e-11	7.318005e-17	2.681926e-17	3.803853e-15	-1.963788e-36	8.070487e-36	-4.740205e-35	%
1.725195e-01	8.274803e-01	1.709936e-11	8.510500e-17	3.073688e-17	4.293947e-15	-2.032321e-36	8.481226e-36	-4.864470e-35	%
1.723613e-01	8.276385e-01	1.768924e-11	9.892683e-17	3.521178e-17	4.846397e-15	-2.102967e-36	8.910944e-36	-4.991276e-35	%
1.722060e-01	8.277938e-01	1.829815e-11	1.149404e-16	4.032124e-17	5.469041e-15	-2.175786e-36	9.360451e-36	-5.120582e-35	%
1.720535e-01	8.279464e-01	1.892665e-11	1.334854e-16	4.615304e-17	6.170686e-15	-2.250837e-36	9.830589e-36	-5.252327e-35	%
1.719037e-01	8.280962e-01	1.957535e-11	1.549528e-16	5.280677e-17	6.961234e-15	-2.328182e-36	1.032223e-35	-5.386428e-35	%
1.717565e-01	8.282434e-01	2.024486e-11	1.797932e-16	6.039549e-17	7.851812e-15	-2.407884e-36	1.083629e-35	-5.522772e-35	%
1.716118e-01	8.283881e-01	2.093580e-11	2.085246e-16	6.904740e-17	8.854921e-15	-2.490009e-36	1.137372e-35	-5.661213e-35	%
1.714696e-01	8.285303e-01	2.164883e-11	2.417431e-16	7.890789e-17	9.984607e-15	-2.574623e-36	1.193549e-35	-5.801567e-35	%
1.713297e-01	8.286701e-01	2.238461e-11	2.801343e-16	9.014178e-17	1.125665e-14	-2.661795e-36	1.252265e-35	-5.943599e-35	%
1.711922e-01	8.288076e-01	2.314383e-11	3.244862e-16	1.029359e-16	1.268877e-14	-2.751594e-36	1.313625e-35	-6.087020e-35	%
1.710570e-01	8.289429e-01	2.392719e-11	3.757045e-16	1.175017e-16	1.430087e-14	-2.844092e-36	1.377742e-35	-6.231475e-35	%
1.709239e-01	8.290760e-01	2.473542e-11	4.348296e-16	1.340791e-16	1.611530e-14	-2.939363e-36	1.444732e-35	-6.376525e-35	%
1.707929e-01	8.292070e-01	2.556927e-11	5.030562e-16	1.529393e-16	1.815714e-14	-3.037483e-36	1.514716e-35	-6.521641e-35	%
1.706639e-01	8.293359e-01	2.642951e-11	5.817559e-16	1.743895e-16	2.045455e-14	-3.138528e-36	1.587822e-35	-6.666182e-35	%
1.705370e-01	8.294629e-01	2.731693e-11	6.725031e-16	1.987772e-16	2.303915e-14	-3.242578e-36	1.664184e-35	-6.809372e-35	%
1.704120e-01	8.295879e-01	2.823234e-11	7.771036e-16	2.264958e-16	2.594640e-14	-3.349713e-36	1.743941e-35	-6.950282e-35	%
1.702888e-01	8.297110e-01	2.917658e-11	8.976288e-16	2.579897e-16	2.921610e-14	-3.460017e-36	1.827240e-35	-7.087797e-35	%
1.701675e-01	8.298324e-01	3.015051e-11	1.036454e-15	2.937619e-16	3.289291e-14	-3.573575e-36	1.914239e-35	-7.220583e-35	%
1.700480e-01	8.299519e-01	3.115502e-11	1.196300e-15	3.343804e-16	3.702691e-14	-3.690473e-36	2.005102e-35	-7.347050e-35	%
1.699301e-01	8.300697e-01	3.219102e-11	1.380286e-15	3.804874e-16	4.167428e-14	-3.810800e-36	2.100006e-35	-7.465303e-35	%
1.698140e-01	8.301859e-01	3.325945e-11	1.591985e-15	4.328082e-16	4.689802e-14	-3.934646e-36	2.199143e-35	-7.573087e-35	%
1.696995e-01	8.303004e-01	3.436127e-11	1.835488e-15	4.921617e-16	5.276879e-14	-4.062103e-36	2.302720e-35	-7.667724e-35	%
1.695865e-01	8.304133e-01	3.549748e-11	2.115476e-15	5.594729e-16	5.936577e-14	-4.193266e-36	2.410963e-35	-7.746036e-35	%
1.694751e-01	8.305247e-01	3.666909e-11	2.437310e-15	6.357852e-16	6.677776e-14	-4.328228e-36	2.524123e-35	-7.804257e-35	%
1.693652e-01	8.306346e-01	3.787717e-11	2.807119e-15	7.222766e-16	7.510426e-14	-4.467087e-36	2.642483e-35	-7.837923e-35	%
1.692568e-01	8.307431e-01	3.912278e-11	3.231889e-15	8.202777e-16	8.445678e-14	-4.609939e-36	2.766365e-35	-7.841756e-35	%
1.691497e-01	8.308501e-01	4.040706e-11	3.719688e-15	9.312819e-16	9.496032e-14	-4.756880e-36	2.896139e-35	-7.809506e-35	%
1.690441e-01	8.309558e-01	4.173114e-11	4.279647e-15	1.056982e-15	1.067549e-13	-4.908013e-36	3.032246e-35	-7.733803e-35	%
1.689398e-01	8.310601e-01	4.309621e-11	4.922248e-15	1.199281e-15	1.199973e-13	-5.063430e-36	3.175205e-35	-7.605918e-35	%
1.688368e-01	8.311631e-01	4.450348e-11	5.659439e-15	1.360325e-15	1.348634e-13	-5.223224e-36	3.325645e-35	-7.415559e-35	%
1.687350e-01	8.312648e-01	4.595419e-11	6.504876e-15	1.542528e-15	1.515497e-13	-5.387484e-36	3.484340e-35	-7.150576e-35	%
1.686345e-01	8.313653e-01	4.744964e-11	7.474145e-15	1.748612e-15	1.702767e-13	-5.556296e-36	3.652254e-35	-6.796642e-35	%
1.685352e-01	8.314646e-01	4.899115e-11	8.585035e-15	1.981640e-15	1.912912e-13	-5.729737e-36	3.830600e-35	-6.336860e-35	%
1.684371e-01	8.315627e-01	5.058007e-11	9.857840e-15	2.245060e-15	2.148692e-13	-5.907871e-36	4.020915e-35	-5.751314e-35	%
1.683401e-01	8.316597e-01	5.221784e-11	1.131570e-14	2.542751e-15	2.413199e-13	-6.090751e-36	4.225175e-35	-5.016538e-35	%
1.682443e-01	8.317556e-01	5.390588e-11	1.298501e-14	2.879077e-15	2.709894e-13	-6.278405e-36	4.445925e-35	-4.104889e-35	%
1.681495e-01	8.318504e-01	5.564570e-11	1.489584e-14	3.258943e-15	3.042650e-13	-6.470837e-36	4.686468e-35	-2.983815e-35	%
1.680557e-01	8.319441e-01	5.743883e-11	1.708247e-14	3.687867e-15	3.415799e-13	-6.668013e-36	4.951111e-35	-1.614996e-35	%
1.679630e-01	8.320368e-01	5.928687e-11	1.958391e-14	4.172045e-15	3.834189e-13	-6.869853e-36	5.245486e-35	4.667457e-37	%
1.678713e-01	8.321286e-01	6.119145e-11	2.244463e-14	4.718441e-15	4.303244e-13	-7.076215e-36	5.576985e-35	2.054268e-35	%
1.677806e-01	8.322193e-01	6.315426e-11	2.571520e-14	5.334874e-15	4.829028e-13	-7.286875e-36	5.955322e-35	4.470222e-35	%
1.676908e-01	8.323091e-01	6.517706e-11	2.945320e-14	6.030123e-15	5.418325e-13	-7.501505e-36	6.393286e-35	7.367970e-35	%
1.676019e-01	8.323980e-01	6.726164e-11	3.372410e-14	6.814040e-15	6.078721e-13	-7.719639e-36	6.907740e-35	1.083387e-34	%
1.675139e-01	8.324859e-01	6.940985e-11	3.860237e-14	7.697677e-15	6.818698e-13	-7.940637e-36	7.520926e-35	1.496943e-34	%
1.674268e-01	8.325730e-01	7.162364e-11	4.417262e-14	8.693429e-15	7.647735e-13	-8.163630e-36	8.262204e-35	1.989401e-34	%
1.673406e-01	8.326593e-01	7.390499e-11	5.053103e-14	9.815190e-15	8.576433e-13	-8.387455e-36	9.170341e-35	2.574786e-34	%
1.672552e-01	8.327447e-01	7.625595e-11	5.778680e-14	1.107853e-14	9.616634e-13	-8.610570e-36	1.029653e-34	3.269577e-34	%
1.671705e-01	8.328293e-01	7.867866e-11	6.606392e-14	1.250088e-14	1.078157e-12	-8.830947e-36	1.170836e-34	4.093139e-34	%
1.670867e-01	8.329132e-01	8.117534e-11	7.550313e-14	1.410176e-14	1.208604e-12	-9.045933e-36	1.349511e-34	5.068217e-34	%
1.670036e-01	8.329962e-01	8.374826e-11	8.626402e-14	1.590303e-14	1.354656e-12	-9.252069e-36	1.577460e-34	6.221528e-34	%
1.669213e-01	8.330786e-01	8.639982e-11	9.852758e-14	1.792910e-14	1.518159e-12	-9.444867e-36	1.870236e-34	7.584445e-34	%
1.668396e-01	8.331602e-01	8.913247e-11	1.124989e-13	2.020730e-14	1.701173e-12	-9.618513e-36	2.248357e-34	9.193812e-34	%
1.667587e-01	8.332412e-01	9.194879e-11	1.284104e-13	2.276814e-14	1.906001e-12	-9.765503e-36	2.738886e-34	1.109289e-33	%
1.666784e-01	8.333214e-01	9.485145e-11	1.465249e-13	2.564568e-14	2.135212e-12	-9.876161e-36	3.377501e-34	1.333245e-33	%
1.665988e-01	8.334010e-01	9.784323e-11	1.671402e-13	2.887795e-14	2.391675e-12	-9.938039e-36	4.211218e-34	1.597212e-33	%
1.665199e-01	8.334800e-01	1.009270e-10	1.905927e-13	3.250734e-14	2.678592e-12	-9.935135e-36	5.301968e-34	1.908187e-33	%
1.664415e-01	8.335584e-01	1.041059e-10	2.172628e-13	3.658110e-14	2.999537e-12	-9.846923e-36	6.731285e-34	2.274383e-33	%
1.663637e-01	8.336362e-01	1.073830e-10	2.475801e-13	4.115183e-14	3.358499e-12	-9.647087e-36	8.606465e-34	2.705441e-33	%
1.662865e-01	8.337134e-01	1.107617e-10	2.820295e-13	4.627805e-14	3.759926e-12	-9.301927e-36	1.106862e-33	3.212673e-33	%
1.662098e-01	8.337900e-01	1.142454e-10	3.211575e-13	5.202482e-14	4.208780e-12	-8.768335e-36	1.430325e-33	3.809357e-33	%
1.661337e-01	8.338662e-01	1.178378e-10	3.655805e-13	5.846439e-14	4.710598e-12	-7.991211e-36	1.855405e-33	4.511075e-33	%
1.660580e-01	8.339418e-01	1.215428e-10	4.159922e-13	6.567690e-14	5.271550e-12	-6.900195e-36	2.414102e-33	5.336115e-33	%
1.659829e-01	8.340170e-01	1.253644e-10	4.731729e-13	7.375115e-14	5.898519e-12	-5.405517e-36	3.148405e-33	6.305939e-33	%
1.659082e-01	8.340917e-01	1.293069e-10	5.379998e-13	8.278545e-14	6.599174e-12	-3.392734e-36	4.113383e-33	7.445738e-33	%
1.658339e-01	8.341659e-01	1.333749e-10	6.114575e-13	9.288845e-14	7.382064e-12	-7.160795e-37	5.381210e-33	8.785082e-33	%
1.657601e-01	8.342398e-01	1.375731e-10	6.946504e-13	1.041801e-13	8.256714e-12	2.809954e-36	7.046415e-33	1.035868e-32	%
1.656866e-01	8.343133e-01	1.419068e-10	7.888154e-13	1.167925e-13	9.233734e-12	7.421245e-36	9.232729e-33	1.220729e-32	%
1.656135e-01	8.343864e-01	1.463813e-10	8.953362e-13	1.308713e-13	1.032494e-11	1.341745e-35	1.210199e-32	1.437876e-32	%
1.655407e-01	8.344592e-01	1.510024e-10	1.015759e-12	1.465761e-13	1.154350e-11	2.117890e-35	1.586572e-32	1.692931e-32	%
1.654682e-01	8.345316e-01	1.557765e-10	1.151808e-12	1.640820e-13	1.290406e-11	3.118787e-35	2.080020e-32	1.992495e-32	%
1.653960e-01	8.346038e-01	1.607101e-10	1.305404e-12	1.835807e-13	1.442293e-11	4.405528e-35	2.726598e-32	2.344327e-32	%
1.653241e-01	8.346758e-01	1.658105e-10	1.478683e-12	2.052813e-13	1.611826e-11	6.055421e-35	3.573325e-32	2.757548e-32	%
1.652524e-01	8.347475e-01	1.710853e-10	1.674016e-12	2.294114e-13	1.801023e-11	8.166194e-35	4.681468e-32	3.242882e-32	%
1.651808e-01	8.348191e-01	1.765430e-10	1.894030e-12	2.562183e-13	2.012130e-11	1.086125e-34	6.130786e-32	3.812943e-32	%
1.651094e-01	8.348905e-01	1.821925e-10	2.141626e-12	2.859695e-13	2.247644e-11	1.429620e-34	8.025035e-32	4.482579e-32	%
1.650381e-01	8.349618e-01	1.880437e-10	2.420009e-12	3.189540e-13	2.510342e-11	1.866712e-34	1.049905e-31	5.269275e-32	%
1.649669e-01	8.350330e-01	1.941073e-10	2.732704e-12	3.554823e-13	2.803307e-11	2.422061e-34	1.372793e-31	6.193629e-32	%
1.648957e-01	8.351042e-01	2.003949e-10	3.083579e-12	3.958871e-13	3.129969e-11	3.126657e-34	1.793880e-31	7.279934e-32	%
1.648245e-01	8.351754e-01	2.069193e-10	3.476872e-12	4.405237e-13	3.494136e-11	4.019375e-34	2.342604e-31	8.556850e-32	%
1.647532e-01	8.352467e-01	2.136944e-10	3.917209e-12	4.897691e-13	3.900037e-11	5.148925e-34	3.057080e-31	1.005823e-31	%
1.646818e-01	8.353181e-01	2.207357e-10	4.409626e-12	5.440220e-13	4.352368e-11	6.576238e-34	3.986614e-31	1.182408e-31	%
1.646102e-01	8.353896e-01	2.280599e-10	4.959590e-12	6.037015e-13	4.856343e-11	8.377422e-34	5.194926e-31	1.390177e-31	%
1.645385e-01	8.354614e-01	2.356858e-10	5.573012e-12	6.692457e-13	5.417746e-11	1.064739e-33	6.764284e-31	1.634739e-31	%
1.644664e-01	8.355335e-01	2.436340e-10	6.256267e-12	7.411092e-13	6.042998e-11	1.350431e-33	8.800807e-31	1.922751e-31	%
1.643939e-01	8.356059e-01	2.519275e-10	7.016204e-12	8.197610e-13	6.739219e-11	1.709507e-33	1.144126e-30	2.262119e-31	%
1.643211e-01	8.356788e-01	2.605917e-10	7.860154e-12	9.056808e-13	7.514307e-11	2.160203e-33	1.486172e-30	2.662251e-31	%
1.642477e-01	8.357522e-01	2.696550e-10	8.795934e-12	9.993546e-13	8.377021e-11	2.725091e-33	1.928876e-30	3.134360e-31	%
1.641737e-01	8.358261e-01	2.791492e-10	9.831854e-12	1.101271e-12	9.337070e-11	3.432094e-33	2.501367e-30	3.691838e-31	%
1.640991e-01	8.359008e-01	2.891097e-10	1.097671e-11	1.211913e-12	1.040522e-10	4.315685e-33	3.241068e-30	4.350704e-31	%
1.640236e-01	8.359762e-01	2.995763e-10	1.223978e-11	1.331758e-12	1.159339e-10	5.418356e-33	4.196037e-30	5.130173e-31	%
1.639473e-01	8.360526e-01	3.105938e-10	1.363083e-11	1.461264e-12	1.291482e-10	6.792394e-33	5.427963e-30	6.053337e-31	%
1.638700e-01	8.361299e-01	3.222126e-10	1.516010e-11	1.600868e-12	1.438414e-10	8.502047e-33	7.016015e-30	7.148026e-31	%
1.637915e-01	8.362083e-01	3.344897e-10	1.683829e-11	1.750977e-12	1.601758e-10	1.062615e-32	9.061788e-30	8.447871e-31	%
1.637118e-01	8.362880e-01	3.474895e-10	1.867659e-11	1.911964e-12	1.783311e-10	1.326129e-32	1.169569e-29	9.993631e-31	%
1.636307e-01	8.363691e-01	3.612851e-10	2.068672e-11	2.084159e-12	1.985065e-10	1.652575e-32	1.508517e-29	1.183441e-30	%
1.635481e-01	8.364518e-01	3.759597e-10	2.288092e-11	2.267846e-12	2.209225e-10	2.056415e-32	1.944545e-29	1.403044e-30	%
1.634637e-01	8.365362e-01	3.916079e-10	2.527206e-11	2.463264e-12	2.458233e-10	2.555333e-32	2.505338e-29	1.665612e-30	%
1.633775e-01	8.366224e-01	4.083378e-10	2.787374e-11	2.670601e-12	2.734793e-10	3.170938e-32	3.226569e-29	1.980233e-30	%
1.632891e-01	8.367107e-01	4.262733e-10	3.070045e-11	2.890002e-12	3.041898e-10	3.929648e-32	4.154288e-29	2.358121e-30	%
1.631985e-01	8.368014e-01	4.455563e-10	3.376785e-11	3.121576e-12	3.382866e-10	4.863778e-32	5.348081e-29	2.813171e-30	%
1.631054e-01	8.368945e-01	4.663498e-10	3.709303e-11	3.365408e-12	3.761368e-10	6.012900e-32	6.885269e-29	3.362674e-30	%
1.630096e-01	8.369903e-01	4.888418e-10	4.069502e-11	3.621579e-12	4.181471e-10	7.425559e-32	8.866526e-29	4.028249e-30	%
1.629107e-01	8.370891e-01	5.132491e-10	4.459529e-11	3.890193e-12	4.647677e-10	9.161441e-32	1.142344e-28	4.837055e-30	%
1.628087e-01	8.371911e-01	5.398222e-10	4.881854e-11	4.171405e-12	5.164975e-10	1.129415e-31	1.472878e-28	5.823378e-30	%
1.627032e-01	8.372967e-01	5.688513e-10	5.339353e-11	4.465466e-12	5.738889e-10	1.391474e-31	1.901050e-28	7.030723e-30	%
1.625939e-01	8.374059e-01	6.006729e-10	5.835426e-11	4.772767e-12	6.375544e-10	1.713638e-31	2.457097e-28	8.514576e-30	%
1.624806e-01	8.375193e-01	6.356778e-10	6.374124e-11	5.093891e-12	7.081723e-10	2.110027e-31	3.181371e-28	1.034608e-29	%
1.623629e-01	8.376370e-01	6.743201e-10	6.960309e-11	5.429669e-12	7.864946e-10	2.598350e-31	4.128050e-28	1.261693e-29	%
1.622406e-01	8.377593e-01	7.171285e-10	7.599835e-11	5.781242e-12	8.733551e-10	3.200929e-31	5.370353e-28	1.544595e-29	%
1.621133e-01	8.378865e-01	7.647181e-10	8.299758e-11	6.150117e-12	9.696784e-10	3.946053e-31	7.007903e-28	1.898794e-29	%
1.619809e-01	8.380189e-01	8.178056e-10	9.068573e-11	6.538220e-12	1.076490e-09	4.869752e-31	9.177174e-28	2.344558e-29	%
1.618430e-01	8.381568e-01	8.772260e-10	9.916483e-11	6.947956e-12	1.194928e-09	6.018158e-31	1.206641e-27	2.908566e-29	%
1.616995e-01	8.383004e-01	9.439520e-10	1.085569e-10	7.382241e-12	1.326253e-09	7.450615e-31	1.593703e-27	3.626109e-29	%
1.615500e-01	8.384499e-01	1.019117e-09	1.190073e-10	7.844539e-12	1.471867e-09	9.243805e-31	2.115451e-27	4.544091e-29	%
1.613944e-01	8.386055e-01	1.104039e-09	1.306886e-10	8.338885e-12	1.633324e-09	1.149720e-30	2.823315e-27	5.725143e-29	%
1.612325e-01	8.387673e-01	1.200254e-09	1.438041e-10	8.869897e-12	1.812346e-09	1.434013e-30	3.790118e-27	7.253266e-29	%
1.610643e-01	8.389355e-01	1.309550e-09	1.585931e-10	9.442783e-12	2.010846e-09	1.794203e-30	5.119592e-27	9.241590e-29	%
1.608897e-01	8.391101e-01	1.434002e-09	1.753360e-10	1.006334e-11	2.230944e-09	2.252469e-30	6.960348e-27	1.184307e-28	%
1.607087e-01	8.392911e-01	1.576024e-09	1.943598e-10	1.073794e-11	2.474992e-09	2.837947e-30	9.526426e-27	1.526527e-28	%
1.605213e-01	8.394785e-01	1.738419e-09	2.160453e-10	1.147355e-11	2.745596e-09	3.589005e-30	1.312766e-26	1.979080e-28	%
1.603277e-01	8.396722e-01	1.924441e-09	2.408347e-10	1.227772e-11	3.045645e-09	4.556260e-30	1.821464e-26	2.580566e-28	%
1.601278e-01	8.398720e-01	2.137864e-09	2.692407e-10	1.315857e-11	3.378339e-09	5.806615e-30	2.544551e-26	3.383859e-28	%
1.599220e-01	8.400778e-01	2.383066e-09	3.018568e-10	1.412484e-11	3.747223e-09	7.428623e-30	3.578535e-26	4.461565e-28	%
1.597104e-01	8.402894e-01	2.665118e-09	3.393692e-10	1.518591e-11	4.156224e-09	9.539655e-30	5.065448e-26	5.913629e-28	%
1.594943e-01	8.405055e-01	2.988965e-09	3.823819e-10	1.634618e-11	4.607202e-09	1.228463e-29	7.206768e-26	7.871216e-28	%
1.592758e-01	8.407241e-01	3.358665e-09	4.314162e-10	1.760800e-11	5.100390e-09	1.583680e-29	1.028030e-25	1.050035e-27	%
1.590546e-01	8.409452e-01	3.779508e-09	4.873439e-10	1.898282e-11	5.640442e-09	2.043169e-29	1.469146e-25	1.402753e-27	%
1.588307e-01	8.411691e-01	4.258829e-09	5.511251e-10	2.047778e-11	6.232535e-09	2.637966e-29	2.103251e-25	1.876393e-27	%
1.586043e-01	8.413955e-01	4.805047e-09	6.238176e-10	2.210133e-11	6.881403e-09	3.408094e-29	3.015809e-25	2.513093e-27	%
1.583780e-01	8.416218e-01	5.423961e-09	7.059226e-10	2.384663e-11	7.584587e-09	4.397675e-29	4.320243e-25	3.363892e-27	%
1.581525e-01	8.418473e-01	6.120562e-09	7.983260e-10	2.572188e-11	8.343844e-09	5.661851e-29	6.172118e-25	4.493309e-27	%
1.579277e-01	8.420721e-01	6.902453e-09	9.021601e-10	2.773314e-11	9.164130e-09	7.271949e-29	8.790597e-25	5.986393e-27	%
1.577030e-01	8.422968e-01	7.780273e-09	1.018804e-09	2.988906e-11	1.005187e-08	9.320359e-29	1.248631e-24	7.957461e-27	%
1.574783e-01	8.425215e-01	8.766711e-09	1.149841e-09	3.219934e-11	1.101374e-08	1.192507e-28	1.769713e-24	1.055846e-26	%
1.572532e-01	8.427466e-01	9.875818e-09	1.297027e-09	3.467490e-11	1.205636e-08	1.523516e-28	2.503654e-24	1.398906e-26	%
1.570279e-01	8.429719e-01	1.112290e-08	1.462301e-09	3.732729e-11	1.318651e-08	1.943822e-28	3.536123e-24	1.851015e-26	%
1.568023e-01	8.431975e-01	1.252481e-08	1.647810e-09	4.016873e-11	1.441147e-08	2.477033e-28	4.986588e-24	2.446226e-26	%
1.565763e-01	8.434235e-01	1.410033e-08	1.855944e-09	4.321213e-11	1.573916e-08	3.152885e-28	7.021609e-24	3.229012e-26	%
1.563499e-01	8.436499e-01	1.587059e-08	2.089371e-09	4.647123e-11	1.717833e-08	4.008859e-28	9.873318e-24	4.257475e-26	%
1.561231e-01	8.438767e-01	1.785935e-08	2.351072e-09	4.996066e-11	1.873849e-08	5.092204e-28	1.386508e-23	5.607503e-26	%
1.558957e-01	8.441043e-01	2.009335e-08	2.644374e-09	5.369603e-11	2.043005e-08	6.462454e-28	1.944703e-23	7.378153e-26	%
1.556679e-01	8.443321e-01	2.260256e-08	2.972985e-09	5.769397e-11	2.226432e-08	8.194598e-28	2.724536e-23	9.698611e-26	%
1.554394e-01	8.445606e-01	2.542063e-08	3.341040e-09	6.197224e-11	2.425357e-08	1.038307e-27	3.813065e-23	1.273723e-25	%
1.552103e-01	8.447896e-01	2.858534e-08	3.753151e-09	6.654977e-11	2.641121e-08	1.314675e-27	5.331250e-23	1.671325e-25	%
1.549806e-01	8.450194e-01	3.213904e-08	4.214453e-09	7.144669e-11	2.875178e-08	1.663529e-27	7.447079e-23	2.191194e-25	%
1.547501e-01	8.452498e-01	3.612929e-08	4.730670e-09	7.668450e-11	3.129116e-08	2.103704e-27	1.039374e-22	2.870424e-25	%
1.545189e-01	8.454810e-01	4.060946e-08	5.308179e-09	8.228604e-11	3.404665e-08	2.658907e-27	1.449478e-22	3.757211e-25	%
1.542870e-01	8.457129e-01	4.563950e-08	5.954084e-09	8.827567e-11	3.703713e-08	3.358968e-27	2.019900e-22	4.914130e-25	%
1.540542e-01	8.459456e-01	5.128672e-08	6.676298e-09	9.467930e-11	4.028320e-08	4.241428e-27	2.812867e-22	6.422357e-25	%
1.538206e-01	8.461792e-01	5.762675e-08	7.483632e-09	1.015245e-10	4.380734e-08	5.353532e-27	3.914641e-22	8.387116e-25	%
1.535862e-01	8.464136e-01	6.474454e-08	8.385898e-09	1.088407e-10	4.763417e-08	6.754736e-27	5.444764e-22	1.094469e-24	%
1.533508e-01	8.466490e-01	7.273562e-08	9.394020e-09	1.166590e-10	5.179057e-08	8.519871e-27	7.568876e-22	1.427141e-24	%
1.531145e-01	8.468852e-01	8.170738e-08	1.052016e-08	1.250127e-10	5.630601e-08	1.074314e-26	1.051645e-21	1.859528e-24	%
1.528772e-01	8.471224e-01	9.178063e-08	1.177785e-08	1.339369e-10	6.121277e-08	1.354312e-26	1.460535e-21	2.421079e-24	%
1.526390e-01	8.473606e-01	1.030913e-07	1.318216e-08	1.434693e-10	6.654630e-08	1.706917e-26	2.027588e-21	3.149797e-24	%
1.523997e-01	8.475998e-01	1.157926e-07	1.474986e-08	1.536495e-10	7.234555e-08	2.150939e-26	2.813795e-21	4.094683e-24	%
1.521594e-01	8.478401e-01	1.300570e-07	1.649959e-08	1.645198e-10	7.865338e-08	2.710082e-26	3.903642e-21	5.318850e-24	%
1.519179e-01	8.480815e-01	1.460789e-07	1.845212e-08	1.761249e-10	8.551703e-08	3.414225e-26	5.414181e-21	6.903517e-24	%
1.516753e-01	8.483240e-01	1.640778e-07	2.063055e-08	1.885123e-10	9.298869e-08	4.301047e-26	7.507611e-21	8.953105e-24	%
1.514316e-01	8.485677e-01	1.843016e-07	2.306056e-08	2.017323e-10	1.011261e-07	5.418098e-26	1.040875e-20	1.160175e-23	%
1.511866e-01	8.488126e-01	2.070305e-07	2.577073e-08	2.158379e-10	1.099933e-07	6.825411e-26	1.442934e-20	1.502158e-23	%
1.509403e-01	8.490588e-01	2.325814e-07	2.879287e-08	2.308853e-10	1.196615e-07	8.598843e-26	2.000180e-20	1.943335e-23	%
1.506926e-01	8.493064e-01	2.613136e-07	3.216232e-08	2.469339e-10	1.302099e-07	1.083432e-25	2.772631e-20	2.511993e-23	%
1.504436e-01	8.495553e-01	2.936344e-07	3.591842e-08	2.640461e-10	1.417274e-07	1.365328e-25	3.843638e-20	3.244358e-23	%
1.501931e-01	8.498057e-01	3.300069e-07	4.010492e-08	2.822876e-10	1.543133e-07	1.720959e-25	5.329050e-20	4.186797e-23	%
1.499410e-01	8.500576e-01	3.709579e-07	4.477048e-08	3.017277e-10	1.680796e-07	2.169847e-25	7.390022e-20	5.398641e-23	%
1.496873e-01	8.503111e-01	4.170880e-07	4.996922e-08	3.224388e-10	1.831528e-07	2.736796e-25	1.025097e-19	6.955803e-23	%
